dataset,period_id,edge_idx,fallback_rate_cents_per_m,dt_sec,odo_delta_m,cell_idx,zone_id,zone_rate_cents_per_m,exact_fee_cents,fallback_fee_cents,fallback_charged_distance_m,speed_bound_slack_m,honest_outage,strategic_declared_outage
rome,rome:60:58-0-s8:p0,0,7,60,198,9,100,10,1980,13860,1980,1782,False,False
rome,rome:60:58-0-s8:p0,1,7,60,0,208,120,12,0,13860,1980,1980,False,False
rome,rome:60:58-0-s8:p0,2,7,61,0,208,120,12,0,14091,2013,2013,True,False
rome,rome:60:58-0-s8:p0,3,7,60,0,208,120,12,0,13860,1980,1980,False,False
rome,rome:60:58-0-s8:p0,4,7,60,0,208,120,12,0,13860,1980,1980,False,False
rome,rome:60:58-0-s8:p0,5,7,60,14,208,120,12,168,13860,1980,1966,False,False
rome,rome:60:58-0-s8:p0,6,7,60,18,208,120,12,216,13860,1980,1962,False,False
rome,rome:60:58-0-s8:p0,7,7,59,18,208,120,12,216,13629,1947,1929,False,False
rome,rome:60:58-0-s8:p0,8,7,60,29,208,120,12,348,13860,1980,1951,False,False
rome,rome:60:58-0-s8:p0,9,7,60,13,208,120,12,156,13860,1980,1967,False,False
rome,rome:60:58-0-s8:p0,10,7,61,15,208,120,12,180,14091,2013,1998,True,False
rome,rome:60:58-0-s8:p0,11,7,59,36,208,120,12,432,13629,1947,1911,False,False
rome,rome:60:58-0-s8:p0,12,7,60,10,207,120,12,120,13860,1980,1970,False,False
rome,rome:60:58-0-s8:p0,13,7,61,9,207,120,12,108,14091,2013,2004,True,False
rome,rome:60:58-0-s8:p0,14,7,59,0,207,120,12,0,13629,1947,1947,False,False
rome,rome:60:58-0-s8:p0,15,7,60,2,207,120,12,24,13860,1980,1978,False,False
rome,rome:60:58-0-s8:p0,16,7,60,7,207,120,12,84,13860,1980,1973,False,False
rome,rome:60:58-0-s8:p0,17,7,60,6,207,120,12,72,13860,1980,1974,False,False
rome,rome:60:58-0-s8:p0,18,7,60,4,207,120,12,48,13860,1980,1976,False,False
rome,rome:60:58-0-s8:p0,19,7,61,5,207,120,12,60,14091,2013,2008,True,False
rome,rome:60:58-0-s8:p0,20,7,59,35,207,120,12,420,13629,1947,1912,False,False
rome,rome:60:58-0-s8:p0,21,7,60,0,207,120,12,0,13860,1980,1980,False,False
rome,rome:60:58-0-s8:p0,22,7,60,9,207,120,12,108,13860,1980,1971,False,False
rome,rome:60:58-0-s8:p0,23,7,60,4,207,120,12,48,13860,1980,1976,False,False
rome,rome:60:58-1-s27:p0,0,7,60,15,1515,100,10,150,13860,1980,1965,False,False
rome,rome:60:58-1-s27:p0,1,7,60,33,1515,100,10,330,13860,1980,1947,False,False
rome,rome:60:58-1-s27:p0,2,7,60,8,1515,100,10,80,13860,1980,1972,False,False
rome,rome:60:58-1-s27:p0,3,7,60,11,1515,100,10,110,13860,1980,1969,False,False
rome,rome:60:58-1-s27:p0,4,7,60,15,1515,100,10,150,13860,1980,1965,False,False
rome,rome:60:58-1-s27:p0,5,7,60,13,1515,100,10,130,13860,1980,1967,False,False
rome,rome:60:58-1-s27:p0,6,7,61,8,1515,100,10,80,14091,2013,2005,True,False
rome,rome:60:58-1-s27:p0,7,7,59,3,1515,100,10,30,13629,1947,1944,False,False
rome,rome:60:58-1-s27:p0,8,7,60,1,1515,100,10,10,13860,1980,1979,False,False
rome,rome:60:58-1-s27:p0,9,7,60,10,1515,100,10,100,13860,1980,1970,False,False
rome,rome:60:58-1-s27:p0,10,7,60,38,1515,100,10,380,13860,1980,1942,False,False
rome,rome:60:58-1-s27:p0,11,7,60,19,1514,100,10,190,13860,1980,1961,False,False
rome,rome:60:58-1-s27:p0,12,7,60,26,1514,100,10,260,13860,1980,1954,False,False
rome,rome:60:58-1-s27:p0,13,7,60,5,1515,100,10,50,13860,1980,1975,False,False
rome,rome:60:58-1-s27:p0,14,7,60,14,1515,100,10,140,13860,1980,1966,False,False
rome,rome:60:58-1-s27:p0,15,7,60,21,1514,100,10,210,13860,1980,1959,False,False
rome,rome:60:58-1-s27:p0,16,7,60,11,1514,100,10,110,13860,1980,1969,False,False
rome,rome:60:58-1-s27:p0,17,7,60,17,1514,100,10,170,13860,1980,1963,False,False
rome,rome:60:58-1-s27:p0,18,7,60,12,1514,100,10,120,13860,1980,1968,False,False
rome,rome:60:58-1-s27:p0,19,7,60,18,1514,100,10,180,13860,1980,1962,False,False
rome,rome:60:58-1-s27:p0,20,7,60,16,1514,100,10,160,13860,1980,1964,False,False
rome,rome:60:58-1-s27:p0,21,7,60,7,1514,100,10,70,13860,1980,1973,False,False
rome,rome:60:58-1-s27:p0,22,7,60,7,1514,100,10,70,13860,1980,1973,False,False
rome,rome:60:58-1-s27:p0,23,7,61,6,1514,100,10,60,14091,2013,2007,True,False
rome,rome:60:66-0-s9:p0,0,7,59,667,613,120,12,8004,13629,1947,1280,False,False
rome,rome:60:66-0-s9:p0,1,7,60,156,1108,120,12,1872,13860,1980,1824,False,False
rome,rome:60:66-0-s9:p0,2,7,60,0,1207,120,12,0,13860,1980,1980,False,False
rome,rome:60:66-0-s9:p0,3,7,60,0,1207,120,12,0,13860,1980,1980,False,False
rome,rome:60:66-0-s9:p0,4,7,61,0,1207,120,12,0,14091,2013,2013,True,False
rome,rome:60:66-0-s9:p0,5,7,61,1,1207,120,12,12,14091,2013,2012,True,False
rome,rome:60:66-0-s9:p0,6,7,60,0,1207,120,12,0,13860,1980,1980,False,False
rome,rome:60:66-0-s9:p0,7,7,60,0,1207,120,12,0,13860,1980,1980,False,False
rome,rome:60:66-0-s9:p0,8,7,58,0,1207,120,12,0,13398,1914,1914,False,False
rome,rome:60:66-0-s9:p0,9,7,61,0,1207,120,12,0,14091,2013,2013,True,False
rome,rome:60:66-0-s9:p0,10,7,59,0,1207,120,12,0,13629,1947,1947,False,False
rome,rome:60:66-0-s9:p0,11,7,61,0,1207,120,12,0,14091,2013,2013,True,False
rome,rome:60:66-0-s9:p0,12,7,59,0,1207,120,12,0,13629,1947,1947,False,False
rome,rome:60:66-0-s9:p0,13,7,62,5,1207,120,12,60,14322,2046,2041,True,False
rome,rome:60:66-0-s9:p0,14,7,58,6,1207,120,12,72,13398,1914,1908,False,False
rome,rome:60:66-0-s9:p0,15,7,64,0,1207,120,12,0,14784,2112,2112,True,False
rome,rome:60:66-0-s9:p0,16,7,56,0,1207,120,12,0,12936,1848,1848,False,False
rome,rome:60:66-0-s9:p0,17,7,63,0,1207,120,12,0,14553,2079,2079,True,False
rome,rome:60:66-0-s9:p0,18,7,60,0,1207,120,12,0,13860,1980,1980,False,False
rome,rome:60:66-0-s9:p0,19,7,60,0,1207,120,12,0,13860,1980,1980,False,False
rome,rome:60:66-0-s9:p0,20,7,58,0,1207,120,12,0,13398,1914,1914,False,False
rome,rome:60:66-0-s9:p0,21,7,63,0,1207,120,12,0,14553,2079,2079,True,False
rome,rome:60:66-0-s9:p0,22,7,57,0,1207,120,12,0,13167,1881,1881,False,False
rome,rome:60:66-0-s9:p0,23,7,59,13,1207,120,12,156,13629,1947,1934,False,False
rome,rome:60:67-1-s1:p0,0,7,60,22,1112,120,12,264,13860,1980,1958,False,False
rome,rome:60:67-1-s1:p0,1,7,61,3,1112,120,12,36,14091,2013,2010,True,False
rome,rome:60:67-1-s1:p0,2,7,59,0,1112,120,12,0,13629,1947,1947,False,False
rome,rome:60:67-1-s1:p0,3,7,48,0,1112,120,12,0,11088,1584,1584,False,False
rome,rome:60:67-1-s1:p0,4,7,72,0,1112,120,12,0,16632,2376,2376,True,False
rome,rome:60:67-1-s1:p0,5,7,48,0,1112,120,12,0,11088,1584,1584,False,False
rome,rome:60:67-1-s1:p0,6,7,59,0,1112,120,12,0,13629,1947,1947,False,False
rome,rome:60:67-1-s1:p0,7,7,71,17,1112,120,12,204,16401,2343,2326,True,False
rome,rome:60:67-1-s1:p0,8,7,63,8,1112,120,12,96,14553,2079,2071,True,False
rome,rome:60:67-1-s1:p0,9,7,45,2,1112,120,12,24,10395,1485,1483,False,False
rome,rome:60:67-1-s1:p0,10,7,73,1,1112,120,12,12,16863,2409,2408,True,False
rome,rome:60:67-1-s1:p0,11,7,47,28,1112,120,12,336,10857,1551,1523,False,False
rome,rome:60:67-1-s1:p0,12,7,72,0,1112,120,12,0,16632,2376,2376,True,False
rome,rome:60:67-1-s1:p0,13,7,51,0,1112,120,12,0,11781,1683,1683,False,False
rome,rome:60:67-1-s1:p0,14,7,62,0,1112,120,12,0,14322,2046,2046,True,False
rome,rome:60:67-1-s1:p0,15,7,56,8,1112,120,12,96,12936,1848,1840,False,False
rome,rome:60:67-1-s1:p0,16,7,64,0,1112,120,12,0,14784,2112,2112,True,False
rome,rome:60:67-1-s1:p0,17,7,58,0,1112,120,12,0,13398,1914,1914,False,False
rome,rome:60:67-1-s1:p0,18,7,58,0,1112,120,12,0,13398,1914,1914,False,False
rome,rome:60:67-1-s1:p0,19,7,61,0,1112,120,12,0,14091,2013,2013,True,False
rome,rome:60:67-1-s1:p0,20,7,59,18,1112,120,12,216,13629,1947,1929,False,False
rome,rome:60:67-1-s1:p0,21,7,60,158,1112,120,12,1896,13860,1980,1822,False,False
rome,rome:60:67-1-s1:p0,22,7,60,293,1012,120,12,3516,13860,1980,1687,False,False
rome,rome:60:67-1-s1:p0,23,7,60,90,910,120,12,1080,13860,1980,1890,False,False
rome,rome:60:68-0-s112:p0,0,7,60,0,1514,100,10,0,13860,1980,1980,False,False
rome,rome:60:68-0-s112:p0,1,7,60,0,1514,100,10,0,13860,1980,1980,False,False
rome,rome:60:68-0-s112:p0,2,7,60,0,1514,100,10,0,13860,1980,1980,False,False
rome,rome:60:68-0-s112:p0,3,7,60,0,1514,100,10,0,13860,1980,1980,False,False
rome,rome:60:68-0-s112:p0,4,7,60,0,1514,100,10,0,13860,1980,1980,False,False
rome,rome:60:68-0-s112:p0,5,7,60,0,1514,100,10,0,13860,1980,1980,False,False
rome,rome:60:68-0-s112:p0,6,7,60,16,1514,100,10,160,13860,1980,1964,False,False
rome,rome:60:68-0-s112:p0,7,7,60,0,1514,100,10,0,13860,1980,1980,False,False
rome,rome:60:68-0-s112:p0,8,7,61,0,1514,100,10,0,14091,2013,2013,True,False
rome,rome:60:68-0-s112:p0,9,7,59,0,1514,100,10,0,13629,1947,1947,False,False
rome,rome:60:68-0-s112:p0,10,7,60,0,1514,100,10,0,13860,1980,1980,False,False
rome,rome:60:68-0-s112:p0,11,7,60,0,1514,100,10,0,13860,1980,1980,False,False
rome,rome:60:68-0-s112:p0,12,7,60,0,1514,100,10,0,13860,1980,1980,False,False
rome,rome:60:68-0-s112:p0,13,7,62,8,1514,100,10,80,14322,2046,2038,True,False
rome,rome:60:68-0-s112:p0,14,7,60,0,1514,100,10,0,13860,1980,1980,False,False
rome,rome:60:68-0-s112:p0,15,7,58,0,1514,100,10,0,13398,1914,1914,False,False
rome,rome:60:68-0-s112:p0,16,7,60,3,1514,100,10,30,13860,1980,1977,False,False
rome,rome:60:68-0-s112:p0,17,7,60,27,1514,100,10,270,13860,1980,1953,False,False
rome,rome:60:68-0-s112:p0,18,7,60,0,1514,100,10,0,13860,1980,1980,False,False
rome,rome:60:68-0-s112:p0,19,7,61,0,1514,100,10,0,14091,2013,2013,True,False
rome,rome:60:68-0-s112:p0,20,7,59,0,1514,100,10,0,13629,1947,1947,False,False
rome,rome:60:68-0-s112:p0,21,7,60,0,1514,100,10,0,13860,1980,1980,False,False
rome,rome:60:68-0-s112:p0,22,7,60,0,1514,100,10,0,13860,1980,1980,False,False
rome,rome:60:68-0-s112:p0,23,7,60,0,1514,100,10,0,13860,1980,1980,False,False
rome,rome:60:68-0-s234:p0,0,7,60,249,1201,100,10,2490,13860,1980,1731,False,False
rome,rome:60:68-0-s234:p0,1,7,61,27,1203,100,10,270,14091,2013,1986,True,False
rome,rome:60:68-0-s234:p0,2,7,60,0,1203,100,10,0,13860,1980,1980,False,False
rome,rome:60:68-0-s234:p0,3,7,59,0,1203,100,10,0,13629,1947,1947,False,False
rome,rome:60:68-0-s234:p0,4,7,60,0,1203,100,10,0,13860,1980,1980,False,False
rome,rome:60:68-0-s234:p0,5,7,60,10,1203,100,10,100,13860,1980,1970,False,False
rome,rome:60:68-0-s234:p0,6,7,61,4,1203,100,10,40,14091,2013,2009,True,False
rome,rome:60:68-0-s234:p0,7,7,59,8,1203,100,10,80,13629,1947,1939,False,False
rome,rome:60:68-0-s234:p0,8,7,60,2,1203,100,10,20,13860,1980,1978,False,False
rome,rome:60:68-0-s234:p0,9,7,60,15,1203,100,10,150,13860,1980,1965,False,False
rome,rome:60:68-0-s234:p0,10,7,60,13,1203,100,10,130,13860,1980,1967,False,False
rome,rome:60:68-0-s234:p0,11,7,60,6,1203,100,10,60,13860,1980,1974,False,False
rome,rome:60:68-0-s234:p0,12,7,60,0,1204,100,10,0,13860,1980,1980,False,False
rome,rome:60:68-0-s234:p0,13,7,61,0,1204,100,10,0,14091,2013,2013,True,False
rome,rome:60:68-0-s234:p0,14,7,59,4,1204,100,10,40,13629,1947,1943,False,False
rome,rome:60:68-0-s234:p0,15,7,61,1,1204,100,10,10,14091,2013,2012,True,False
rome,rome:60:68-0-s234:p0,16,7,59,4,1204,100,10,40,13629,1947,1943,False,False
rome,rome:60:68-0-s234:p0,17,7,61,12,1204,100,10,120,14091,2013,2001,True,False
rome,rome:60:68-0-s234:p0,18,7,60,0,1204,100,10,0,13860,1980,1980,False,False
rome,rome:60:68-0-s234:p0,19,7,59,4,1204,100,10,40,13629,1947,1943,False,False
rome,rome:60:68-0-s234:p0,20,7,60,5,1204,100,10,50,13860,1980,1975,False,False
rome,rome:60:68-0-s234:p0,21,7,61,0,1204,100,10,0,14091,2013,2013,True,False
rome,rome:60:68-0-s234:p0,22,7,60,0,1204,100,10,0,13860,1980,1980,False,False
rome,rome:60:68-0-s234:p0,23,7,60,0,1204,100,10,0,13860,1980,1980,False,False
rome,rome:60:70-0-s118:p0,0,7,56,229,1413,100,10,2290,12936,1848,1619,False,False
rome,rome:60:70-0-s118:p0,1,7,60,126,1514,100,10,1260,13860,1980,1854,False,False
rome,rome:60:70-0-s118:p0,2,7,63,14,1514,100,10,140,14553,2079,2065,True,False
rome,rome:60:70-0-s118:p0,3,7,57,25,1514,100,10,250,13167,1881,1856,False,False
rome,rome:60:70-0-s118:p0,4,7,65,30,1515,100,10,300,15015,2145,2115,True,False
rome,rome:60:70-0-s118:p0,5,7,61,22,1514,100,10,220,14091,2013,1991,True,False
rome,rome:60:70-0-s118:p0,6,7,61,0,1514,100,10,0,14091,2013,2013,True,False
rome,rome:60:70-0-s118:p0,7,7,59,23,1514,100,10,230,13629,1947,1924,False,False
rome,rome:60:70-0-s118:p0,8,7,59,48,1514,100,10,480,13629,1947,1899,False,False
rome,rome:60:70-0-s118:p0,9,7,61,1,1514,100,10,10,14091,2013,2012,True,False
rome,rome:60:70-0-s118:p0,10,7,59,0,1514,100,10,0,13629,1947,1947,False,False
rome,rome:60:70-0-s118:p0,11,7,61,0,1514,100,10,0,14091,2013,2013,True,False
rome,rome:60:70-0-s118:p0,12,7,59,0,1514,100,10,0,13629,1947,1947,False,False
rome,rome:60:70-0-s118:p0,13,7,60,0,1514,100,10,0,13860,1980,1980,False,False
rome,rome:60:70-0-s118:p0,14,7,60,1,1514,100,10,10,13860,1980,1979,False,False
rome,rome:60:70-0-s118:p0,15,7,60,0,1514,100,10,0,13860,1980,1980,False,False
rome,rome:60:70-0-s118:p0,16,7,60,0,1514,100,10,0,13860,1980,1980,False,False
rome,rome:60:70-0-s118:p0,17,7,60,0,1514,100,10,0,13860,1980,1980,False,False
rome,rome:60:70-0-s118:p0,18,7,60,12,1514,100,10,120,13860,1980,1968,False,False
rome,rome:60:70-0-s118:p0,19,7,60,0,1514,100,10,0,13860,1980,1980,False,False
rome,rome:60:70-0-s118:p0,20,7,60,0,1514,100,10,0,13860,1980,1980,False,False
rome,rome:60:70-0-s118:p0,21,7,60,8,1514,100,10,80,13860,1980,1972,False,False
rome,rome:60:70-0-s118:p0,22,7,60,0,1514,100,10,0,13860,1980,1980,False,False
rome,rome:60:70-0-s118:p0,23,7,60,18,1514,100,10,180,13860,1980,1962,False,False
rome,rome:60:70-0-s141:p0,0,7,60,585,514,120,12,7020,13860,1980,1395,False,False
rome,rome:60:70-0-s141:p0,1,7,60,214,910,120,12,2568,13860,1980,1766,False,False
rome,rome:60:70-0-s141:p0,2,7,60,442,1011,120,12,5304,13860,1980,1538,False,False
rome,rome:60:70-0-s141:p0,3,7,60,146,1313,100,10,1460,13860,1980,1834,False,False
rome,rome:60:70-0-s141:p0,4,7,61,115,1513,100,10,1150,14091,2013,1898,True,False
rome,rome:60:70-0-s141:p0,5,7,59,0,1514,100,10,0,13629,1947,1947,False,False
rome,rome:60:70-0-s141:p0,6,7,60,0,1514,100,10,0,13860,1980,1980,False,False
rome,rome:60:70-0-s141:p0,7,7,60,0,1514,100,10,0,13860,1980,1980,False,False
rome,rome:60:70-0-s141:p0,8,7,60,0,1514,100,10,0,13860,1980,1980,False,False
rome,rome:60:70-0-s141:p0,9,7,60,18,1514,100,10,180,13860,1980,1962,False,False
rome,rome:60:70-0-s141:p0,10,7,60,0,1514,100,10,0,13860,1980,1980,False,False
rome,rome:60:70-0-s141:p0,11,7,60,18,1514,100,10,180,13860,1980,1962,False,False
rome,rome:60:70-0-s141:p0,12,7,60,10,1514,100,10,100,13860,1980,1970,False,False
rome,rome:60:70-0-s141:p0,13,7,61,0,1514,100,10,0,14091,2013,2013,True,False
rome,rome:60:70-0-s141:p0,14,7,59,47,1514,100,10,470,13629,1947,1900,False,False
rome,rome:60:70-0-s141:p0,15,7,61,10,1514,100,10,100,14091,2013,2003,True,False
rome,rome:60:70-0-s141:p0,16,7,59,22,1514,100,10,220,13629,1947,1925,False,False
rome,rome:60:70-0-s141:p0,17,7,61,18,1514,100,10,180,14091,2013,1995,True,False
rome,rome:60:70-0-s141:p0,18,7,59,40,1514,100,10,400,13629,1947,1907,False,False
rome,rome:60:70-0-s141:p0,19,7,61,28,1514,100,10,280,14091,2013,1985,True,False
rome,rome:60:70-0-s141:p0,20,7,59,8,1514,100,10,80,13629,1947,1939,False,False
rome,rome:60:70-0-s141:p0,21,7,60,0,1514,100,10,0,13860,1980,1980,False,False
rome,rome:60:70-0-s141:p0,22,7,60,32,1514,100,10,320,13860,1980,1948,False,False
rome,rome:60:70-0-s141:p0,23,7,60,9,1513,100,10,90,13860,1980,1971,False,False
rome,rome:60:70-0-s152:p0,0,7,60,45,1515,100,10,450,13860,1980,1935,False,False
rome,rome:60:70-0-s152:p0,1,7,60,0,1514,100,10,0,13860,1980,1980,False,False
rome,rome:60:70-0-s152:p0,2,7,60,0,1514,100,10,0,13860,1980,1980,False,False
rome,rome:60:70-0-s152:p0,3,7,60,0,1514,100,10,0,13860,1980,1980,False,False
rome,rome:60:70-0-s152:p0,4,7,60,0,1514,100,10,0,13860,1980,1980,False,False
rome,rome:60:70-0-s152:p0,5,7,60,10,1514,100,10,100,13860,1980,1970,False,False
rome,rome:60:70-0-s152:p0,6,7,60,11,1514,100,10,110,13860,1980,1969,False,False
rome,rome:60:70-0-s152:p0,7,7,60,18,1514,100,10,180,13860,1980,1962,False,False
rome,rome:60:70-0-s152:p0,8,7,61,1,1514,100,10,10,14091,2013,2012,True,False
rome,rome:60:70-0-s152:p0,9,7,59,36,1514,100,10,360,13629,1947,1911,False,False
rome,rome:60:70-0-s152:p0,10,7,61,0,1514,100,10,0,14091,2013,2013,True,False
rome,rome:60:70-0-s152:p0,11,7,59,22,1514,100,10,220,13629,1947,1925,False,False
rome,rome:60:70-0-s152:p0,12,7,61,22,1514,100,10,220,14091,2013,1991,True,False
rome,rome:60:70-0-s152:p0,13,7,61,14,1514,100,10,140,14091,2013,1999,True,False
rome,rome:60:70-0-s152:p0,14,7,59,18,1514,100,10,180,13629,1947,1929,False,False
rome,rome:60:70-0-s152:p0,15,7,59,0,1514,100,10,0,13629,1947,1947,False,False
rome,rome:60:70-0-s152:p0,16,7,61,0,1514,100,10,0,14091,2013,2013,True,False
rome,rome:60:70-0-s152:p0,17,7,59,12,1514,100,10,120,13629,1947,1935,False,False
rome,rome:60:70-0-s152:p0,18,7,60,9,1514,100,10,90,13860,1980,1971,False,False
rome,rome:60:70-0-s152:p0,19,7,60,19,1514,100,10,190,13860,1980,1961,False,False
rome,rome:60:70-0-s152:p0,20,7,63,0,1514,100,10,0,14553,2079,2079,True,False
rome,rome:60:70-0-s152:p0,21,7,58,0,1514,100,10,0,13398,1914,1914,False,False
rome,rome:60:70-0-s152:p0,22,7,59,0,1514,100,10,0,13629,1947,1947,False,False
rome,rome:60:70-0-s152:p0,23,7,60,0,1514,100,10,0,13860,1980,1980,False,False
rome,rome:60:70-0-s162:p0,0,7,59,18,1514,100,10,180,13629,1947,1929,False,False
rome,rome:60:70-0-s162:p0,1,7,61,0,1514,100,10,0,14091,2013,2013,True,False
rome,rome:60:70-0-s162:p0,2,7,59,46,1514,100,10,460,13629,1947,1901,False,False
rome,rome:60:70-0-s162:p0,3,7,61,0,1514,100,10,0,14091,2013,2013,True,False
rome,rome:60:70-0-s162:p0,4,7,59,0,1514,100,10,0,13629,1947,1947,False,False
rome,rome:60:70-0-s162:p0,5,7,61,0,1514,100,10,0,14091,2013,2013,True,False
rome,rome:60:70-0-s162:p0,6,7,60,12,1514,100,10,120,13860,1980,1968,False,False
rome,rome:60:70-0-s162:p0,7,7,60,19,1514,100,10,190,13860,1980,1961,False,False
rome,rome:60:70-0-s162:p0,8,7,59,25,1514,100,10,250,13629,1947,1922,False,False
rome,rome:60:70-0-s162:p0,9,7,62,9,1514,100,10,90,14322,2046,2037,True,False
rome,rome:60:70-0-s162:p0,10,7,58,15,1514,100,10,150,13398,1914,1899,False,False
rome,rome:60:70-0-s162:p0,11,7,61,7,1514,100,10,70,14091,2013,2006,True,False
rome,rome:60:70-0-s162:p0,12,7,59,17,1514,100,10,170,13629,1947,1930,False,False
rome,rome:60:70-0-s162:p0,13,7,61,0,1514,100,10,0,14091,2013,2013,True,False
rome,rome:60:70-0-s162:p0,14,7,59,0,1514,100,10,0,13629,1947,1947,False,False
rome,rome:60:70-0-s162:p0,15,7,61,0,1514,100,10,0,14091,2013,2013,True,False
rome,rome:60:70-0-s162:p0,16,7,59,0,1514,100,10,0,13629,1947,1947,False,False
rome,rome:60:70-0-s162:p0,17,7,61,0,1514,100,10,0,14091,2013,2013,True,False
rome,rome:60:70-0-s162:p0,18,7,60,4,1514,100,10,40,13860,1980,1976,False,False
rome,rome:60:70-0-s162:p0,19,7,60,9,1514,100,10,90,13860,1980,1971,False,False
rome,rome:60:70-0-s162:p0,20,7,60,10,1514,100,10,100,13860,1980,1970,False,False
rome,rome:60:70-0-s162:p0,21,7,60,2,1514,100,10,20,13860,1980,1978,False,False
rome,rome:60:70-0-s162:p0,22,7,60,0,1513,100,10,0,13860,1980,1980,False,False
rome,rome:60:70-0-s162:p0,23,7,60,1,1513,100,10,10,13860,1980,1979,False,False
rome,rome:60:70-0-s172:p0,0,7,59,178,1515,100,10,1780,13629,1947,1769,False,False
rome,rome:60:70-0-s172:p0,1,7,60,0,1514,100,10,0,13860,1980,1980,False,False
rome,rome:60:70-0-s172:p0,2,7,59,0,1514,100,10,0,13629,1947,1947,False,False
rome,rome:60:70-0-s172:p0,3,7,61,0,1514,100,10,0,14091,2013,2013,True,False
rome,rome:60:70-0-s172:p0,4,7,59,7,1514,100,10,70,13629,1947,1940,False,False
rome,rome:60:70-0-s172:p0,5,7,61,21,1514,100,10,210,14091,2013,1992,True,False
rome,rome:60:70-0-s172:p0,6,7,59,25,1514,100,10,250,13629,1947,1922,False,False
rome,rome:60:70-0-s172:p0,7,7,61,15,1514,100,10,150,14091,2013,1998,True,False
rome,rome:60:70-0-s172:p0,8,7,59,17,1514,100,10,170,13629,1947,1930,False,False
rome,rome:60:70-0-s172:p0,9,7,62,4,1514,100,10,40,14322,2046,2042,True,False
rome,rome:60:70-0-s172:p0,10,7,58,5,1514,100,10,50,13398,1914,1909,False,False
rome,rome:60:70-0-s172:p0,11,7,61,7,1513,100,10,70,14091,2013,2006,True,False
rome,rome:60:70-0-s172:p0,12,7,59,33,1514,100,10,330,13629,1947,1914,False,False
rome,rome:60:70-0-s172:p0,13,7,61,5,1514,100,10,50,14091,2013,2008,True,False
rome,rome:60:70-0-s172:p0,14,7,61,0,1514,100,10,0,14091,2013,2013,True,False
rome,rome:60:70-0-s172:p0,15,7,59,0,1514,100,10,0,13629,1947,1947,False,False
rome,rome:60:70-0-s172:p0,16,7,60,0,1514,100,10,0,13860,1980,1980,False,False
rome,rome:60:70-0-s172:p0,17,7,60,0,1514,100,10,0,13860,1980,1980,False,False
rome,rome:60:70-0-s172:p0,18,7,60,7,1514,100,10,70,13860,1980,1973,False,False
rome,rome:60:70-0-s172:p0,19,7,60,5,1513,100,10,50,13860,1980,1975,False,False
rome,rome:60:70-0-s172:p0,20,7,59,0,1514,100,10,0,13629,1947,1947,False,False
rome,rome:60:70-0-s172:p0,21,7,61,12,1514,100,10,120,14091,2013,2001,True,False
rome,rome:60:70-0-s172:p0,22,7,60,0,1513,100,10,0,13860,1980,1980,False,False
rome,rome:60:70-0-s172:p0,23,7,60,4,1513,100,10,40,13860,1980,1976,False,False
rome,rome:60:70-0-s57:p0,0,7,59,0,1514,100,10,0,13629,1947,1947,False,False
rome,rome:60:70-0-s57:p0,1,7,61,28,1514,100,10,280,14091,2013,1985,True,False
rome,rome:60:70-0-s57:p0,2,7,59,0,1514,100,10,0,13629,1947,1947,False,False
rome,rome:60:70-0-s57:p0,3,7,61,0,1514,100,10,0,14091,2013,2013,True,False
rome,rome:60:70-0-s57:p0,4,7,59,11,1514,100,10,110,13629,1947,1936,False,False
rome,rome:60:70-0-s57:p0,5,7,61,22,1514,100,10,220,14091,2013,1991,True,False
rome,rome:60:70-0-s57:p0,6,7,60,7,1514,100,10,70,13860,1980,1973,False,False
rome,rome:60:70-0-s57:p0,7,7,60,0,1514,100,10,0,13860,1980,1980,False,False
rome,rome:60:70-0-s57:p0,8,7,60,12,1514,100,10,120,13860,1980,1968,False,False
rome,rome:60:70-0-s57:p0,9,7,60,12,1514,100,10,120,13860,1980,1968,False,False
rome,rome:60:70-0-s57:p0,10,7,60,18,1514,100,10,180,13860,1980,1962,False,False
rome,rome:60:70-0-s57:p0,11,7,60,18,1514,100,10,180,13860,1980,1962,False,False
rome,rome:60:70-0-s57:p0,12,7,60,25,1514,100,10,250,13860,1980,1955,False,False
rome,rome:60:70-0-s57:p0,13,7,60,12,1514,100,10,120,13860,1980,1968,False,False
rome,rome:60:70-0-s57:p0,14,7,60,15,1514,100,10,150,13860,1980,1965,False,False
rome,rome:60:70-0-s57:p0,15,7,60,22,1514,100,10,220,13860,1980,1958,False,False
rome,rome:60:70-0-s57:p0,16,7,60,11,1514,100,10,110,13860,1980,1969,False,False
rome,rome:60:70-0-s57:p0,17,7,60,6,1514,100,10,60,13860,1980,1974,False,False
rome,rome:60:70-0-s57:p0,18,7,60,23,1514,100,10,230,13860,1980,1957,False,False
rome,rome:60:70-0-s57:p0,19,7,60,14,1514,100,10,140,13860,1980,1966,False,False
rome,rome:60:70-0-s57:p0,20,7,60,12,1514,100,10,120,13860,1980,1968,False,False
rome,rome:60:70-0-s57:p0,21,7,60,14,1514,100,10,140,13860,1980,1966,False,False
rome,rome:60:70-0-s57:p0,22,7,60,25,1514,100,10,250,13860,1980,1955,False,False
rome,rome:60:70-0-s57:p0,23,7,60,16,1514,100,10,160,13860,1980,1964,False,False
rome,rome:60:70-0-s57:p1,0,7,60,21,1514,100,10,210,13860,1980,1959,False,False
