dataset,period_id,alpha,fallback_rate_cents_per_m,max_zone_rate_cents_per_m,exact_fee_cents,strategic_min_fee_cents,withholding_gain,declared_outage_intervals,honest_penalty_all_outage,honest_penalty_moving_outage,n_intervals,n_all_outage_edges,n_moving_outage_edges,honest_outage_source,all_outage_movement_ratio,all_outage_dwell_edge_share,moving_outage_movement_ratio,moving_outage_dwell_edge_share,speed_bound_ok
rome,rome:60:24-0-s50:p4,0.5,6.0,12.0,2260.0,2260.0,0.0,0,60.81061946902655,26.065486725663717,24,10,4,derived_from_native_gap_count,0.004205141544197338,0.6,0.00694654183026276,0.0,True
rome,rome:60:24-0-s50:p4,0.6,7.199999999999999,12.0,2260.0,2260.0,0.0,0,73.05858407079646,31.339646017699117,24,10,4,derived_from_native_gap_count,0.004205141544197338,0.6,0.00694654183026276,0.0,True
rome,rome:60:24-0-s50:p4,0.7,8.399999999999999,12.0,2260.0,2260.0,0.0,0,85.30654867256635,36.6138053097345,24,10,4,derived_from_native_gap_count,0.004205141544197338,0.6,0.00694654183026276,0.0,True
rome,rome:60:24-0-s50:p4,0.8,9.600000000000001,12.0,2260.0,2260.0,0.0,0,97.55451327433629,41.887964601769916,24,10,4,derived_from_native_gap_count,0.004205141544197338,0.6,0.00694654183026276,0.0,True
rome,rome:60:24-0-s50:p4,0.9,10.8,12.0,2260.0,2260.0,0.0,0,109.80247787610621,47.16212389380531,24,10,4,derived_from_native_gap_count,0.004205141544197338,0.6,0.00694654183026276,0.0,True
rome,rome:60:24-0-s50:p4,1.0,12.0,12.0,2260.0,2260.0,0.0,0,122.0504424778761,52.43628318584071,24,10,4,derived_from_native_gap_count,0.004205141544197338,0.6,0.00694654183026276,0.0,True
rome,rome:60:24-0-s50:p4,1.1,13.200000000000001,12.0,2260.0,2260.0,0.0,0,134.29840707964604,57.710442477876114,24,10,4,derived_from_native_gap_count,0.004205141544197338,0.6,0.00694654183026276,0.0,True
rome,rome:60:24-0-s50:p4,1.2,14.399999999999999,12.0,2260.0,2260.0,0.0,0,146.54637168141593,62.98460176991151,24,10,4,derived_from_native_gap_count,0.004205141544197338,0.6,0.00694654183026276,0.0,True
rome,rome:60:243-0-s57:p0,0.1,1.2000000000000002,12.0,5340.0,4860.0,0.0898876404494382,1,0.45235955056179783,,24,1,0,derived_from_native_gap_count,0.0,1.0,,,True
rome,rome:60:243-0-s57:p0,0.2,2.4000000000000004,12.0,5340.0,5340.0,0.0,0,0.9047191011235957,,24,1,0,derived_from_native_gap_count,0.0,1.0,,,True
rome,rome:60:243-0-s57:p0,0.3,3.5999999999999996,12.0,5340.0,5340.0,0.0,0,1.3570786516853932,,24,1,0,derived_from_native_gap_count,0.0,1.0,,,True
rome,rome:60:243-0-s57:p0,0.4,4.800000000000001,12.0,5340.0,5340.0,0.0,0,1.8094382022471913,,24,1,0,derived_from_native_gap_count,0.0,1.0,,,True
rome,rome:60:243-0-s57:p0,0.5,6.0,12.0,5340.0,5340.0,0.0,0,2.261797752808989,,24,1,0,derived_from_native_gap_count,0.0,1.0,,,True
rome,rome:60:243-0-s57:p0,0.6,7.199999999999999,12.0,5340.0,5340.0,0.0,0,2.7141573033707864,,24,1,0,derived_from_native_gap_count,0.0,1.0,,,True
rome,rome:60:243-0-s57:p0,0.7,8.399999999999999,12.0,5340.0,5340.0,0.0,0,3.166516853932584,,24,1,0,derived_from_native_gap_count,0.0,1.0,,,True
rome,rome:60:243-0-s57:p0,0.8,9.600000000000001,12.0,5340.0,5340.0,0.0,0,3.6188764044943826,,24,1,0,derived_from_native_gap_count,0.0,1.0,,,True
rome,rome:60:243-0-s57:p0,0.9,10.8,12.0,5340.0,5340.0,0.0,0,4.07123595505618,,24,1,0,derived_from_native_gap_count,0.0,1.0,,,True
rome,rome:60:243-0-s57:p0,1.0,12.0,12.0,5340.0,5340.0,0.0,0,4.523595505617978,,24,1,0,derived_from_native_gap_count,0.0,1.0,,,True
rome,rome:60:243-0-s57:p0,1.1,13.200000000000001,12.0,5340.0,5340.0,0.0,0,4.975955056179775,,24,1,0,derived_from_native_gap_count,0.0,1.0,,,True
rome,rome:60:243-0-s57:p0,1.2,14.399999999999999,12.0,5340.0,5340.0,0.0,0,5.428314606741573,,24,1,0,derived_from_native_gap_count,0.0,1.0,,,True
rome,rome:60:243-0-s91:p0,0.1,1.2000000000000002,12.0,8116.0,6892.0,0.1508132084770823,1,0.29763430261212426,,24,1,0,derived_from_native_gap_count,0.0,1.0,,,True
rome,rome:60:243-0-s91:p0,0.2,2.4000000000000004,12.0,8116.0,8116.0,0.0,0,0.5952686052242485,,24,1,0,derived_from_native_gap_count,0.0,1.0,,,True
rome,rome:60:243-0-s91:p0,0.3,3.5999999999999996,12.0,8116.0,8116.0,0.0,0,0.8929029078363725,,24,1,0,derived_from_native_gap_count,0.0,1.0,,,True
rome,rome:60:243-0-s91:p0,0.4,4.800000000000001,12.0,8116.0,8116.0,0.0,0,1.190537210448497,,24,1,0,derived_from_native_gap_count,0.0,1.0,,,True
rome,rome:60:243-0-s91:p0,0.5,6.0,12.0,8116.0,8116.0,0.0,0,1.488171513060621,,24,1,0,derived_from_native_gap_count,0.0,1.0,,,True
rome,rome:60:243-0-s91:p0,0.6,7.199999999999999,12.0,8116.0,8116.0,0.0,0,1.785805815672745,,24,1,0,derived_from_native_gap_count,0.0,1.0,,,True
rome,rome:60:243-0-s91:p0,0.7,8.399999999999999,12.0,8116.0,8116.0,0.0,0,2.083440118284869,,24,1,0,derived_from_native_gap_count,0.0,1.0,,,True
rome,rome:60:243-0-s91:p0,0.8,9.600000000000001,12.0,8116.0,8116.0,0.0,0,2.381074420896994,,24,1,0,derived_from_native_gap_count,0.0,1.0,,,True
rome,rome:60:243-0-s91:p0,0.9,10.8,12.0,8116.0,8116.0,0.0,0,2.678708723509118,,24,1,0,derived_from_native_gap_count,0.0,1.0,,,True
rome,rome:60:243-0-s91:p0,1.0,12.0,12.0,8116.0,8116.0,0.0,0,2.976343026121242,,24,1,0,derived_from_native_gap_count,0.0,1.0,,,True
rome,rome:60:243-0-s91:p0,1.1,13.200000000000001,12.0,8116.0,8116.0,0.0,0,3.2739773287333667,,24,1,0,derived_from_native_gap_count,0.0,1.0,,,True
rome,rome:60:243-0-s91:p0,1.2,14.399999999999999,12.0,8116.0,8116.0,0.0,0,3.57161163134549,,24,1,0,derived_from_native_gap_count,0.0,1.0,,,True
rome,rome:60:243-0-s91:p1,0.1,1.2000000000000002,12.0,2430.0,2430.0,0.0,0,3.865020576131688,1.8892181069958853,24,4,2,derived_from_native_gap_count,0.00383426097711812,0.5,0.006898250800689825,0.0,True
rome,rome:60:243-0-s91:p1,0.2,2.4000000000000004,12.0,2430.0,2430.0,0.0,0,7.857613168724281,3.8936625514403302,24,4,2,derived_from_native_gap_count,0.00383426097711812,0.5,0.006898250800689825,0.0,True
rome,rome:60:243-0-s91:p1,0.3,3.5999999999999996,12.0,2430.0,2430.0,0.0,0,11.850205761316872,5.898106995884773,24,4,2,derived_from_native_gap_count,0.00383426097711812,0.5,0.006898250800689825,0.0,True
rome,rome:60:243-0-s91:p1,0.4,4.800000000000001,12.0,2430.0,2430.0,0.0,0,15.842798353909467,7.90255144032922,24,4,2,derived_from_native_gap_count,0.00383426097711812,0.5,0.006898250800689825,0.0,True
rome,rome:60:243-0-s91:p1,0.5,6.0,12.0,2430.0,2430.0,0.0,0,19.83539094650206,9.906995884773663,24,4,2,derived_from_native_gap_count,0.00383426097711812,0.5,0.006898250800689825,0.0,True
rome,rome:60:243-0-s91:p1,0.6,7.199999999999999,12.0,2430.0,2430.0,0.0,0,23.827983539094646,11.911440329218106,24,4,2,derived_from_native_gap_count,0.00383426097711812,0.5,0.006898250800689825,0.0,True
rome,rome:60:243-0-s91:p1,0.7,8.399999999999999,12.0,2430.0,2430.0,0.0,0,27.820576131687236,13.915884773662548,24,4,2,derived_from_native_gap_count,0.00383426097711812,0.5,0.006898250800689825,0.0,True
rome,rome:60:243-0-s91:p1,0.8,9.600000000000001,12.0,2430.0,2430.0,0.0,0,31.81316872427984,15.920329218107,24,4,2,derived_from_native_gap_count,0.00383426097711812,0.5,0.006898250800689825,0.0,True
rome,rome:60:243-0-s91:p1,0.9,10.8,12.0,2430.0,2430.0,0.0,0,35.80576131687243,17.92477366255144,24,4,2,derived_from_native_gap_count,0.00383426097711812,0.5,0.006898250800689825,0.0,True
rome,rome:60:243-0-s91:p1,1.0,12.0,12.0,2430.0,2430.0,0.0,0,39.79835390946502,19.929218106995886,24,4,2,derived_from_native_gap_count,0.00383426097711812,0.5,0.006898250800689825,0.0,True
rome,rome:60:243-0-s91:p1,1.1,13.200000000000001,12.0,2430.0,2430.0,0.0,0,43.79094650205762,21.93366255144033,24,4,2,derived_from_native_gap_count,0.00383426097711812,0.5,0.006898250800689825,0.0,True
rome,rome:60:243-0-s91:p1,1.2,14.399999999999999,12.0,2430.0,2430.0,0.0,0,47.7835390946502,23.93810699588477,24,4,2,derived_from_native_gap_count,0.00383426097711812,0.5,0.006898250800689825,0.0,True
rome,rome:60:243-0-s94:p0,0.1,1.2000000000000002,12.0,8756.0,7028.0,0.19735038830516216,1,0.801324805847419,0.25760621288259483,24,3,1,derived_from_native_gap_count,0.004446640316205534,0.6666666666666666,0.007948335817188276,0.0,True
rome,rome:60:243-0-s94:p0,0.2,2.4000000000000004,12.0,8756.0,8756.0,0.0,0,1.6334856098675197,0.5334856098675195,24,3,1,derived_from_native_gap_count,0.004446640316205534,0.6666666666666666,0.007948335817188276,0.0,True
rome,rome:60:243-0-s94:p0,0.3,3.5999999999999996,12.0,8756.0,8756.0,0.0,0,2.4656464138876197,0.809365006852444,24,3,1,derived_from_native_gap_count,0.004446640316205534,0.6666666666666666,0.007948335817188276,0.0,True
rome,rome:60:243-0-s94:p0,0.4,4.800000000000001,12.0,8756.0,8756.0,0.0,0,3.297807217907721,1.0852444038373688,24,3,1,derived_from_native_gap_count,0.004446640316205534,0.6666666666666666,0.007948335817188276,0.0,True
rome,rome:60:243-0-s94:p0,0.5,6.0,12.0,8756.0,8756.0,0.0,0,4.129968021927821,1.3611238008222932,24,3,1,derived_from_native_gap_count,0.004446640316205534,0.6666666666666666,0.007948335817188276,0.0,True
rome,rome:60:243-0-s94:p0,0.6,7.199999999999999,12.0,8756.0,8756.0,0.0,0,4.962128825947921,1.6370031978072177,24,3,1,derived_from_native_gap_count,0.004446640316205534,0.6666666666666666,0.007948335817188276,0.0,True
rome,rome:60:243-0-s94:p0,0.7,8.399999999999999,12.0,8756.0,8756.0,0.0,0,5.794289629968021,1.9128825947921422,24,3,1,derived_from_native_gap_count,0.004446640316205534,0.6666666666666666,0.007948335817188276,0.0,True
rome,rome:60:243-0-s94:p0,0.8,9.600000000000001,12.0,8756.0,8756.0,0.0,0,6.626450433988124,2.1887619917770675,24,3,1,derived_from_native_gap_count,0.004446640316205534,0.6666666666666666,0.007948335817188276,0.0,True
rome,rome:60:243-0-s94:p0,0.9,10.8,12.0,8756.0,8756.0,0.0,0,7.458611238008223,2.464641388761992,24,3,1,derived_from_native_gap_count,0.004446640316205534,0.6666666666666666,0.007948335817188276,0.0,True
rome,rome:60:243-0-s94:p0,1.0,12.0,12.0,8756.0,8756.0,0.0,0,8.290772042028323,2.7405207857469165,24,3,1,derived_from_native_gap_count,0.004446640316205534,0.6666666666666666,0.007948335817188276,0.0,True
rome,rome:60:243-0-s94:p0,1.1,13.200000000000001,12.0,8756.0,8756.0,0.0,0,9.122932846048425,3.016400182731841,24,3,1,derived_from_native_gap_count,0.004446640316205534,0.6666666666666666,0.007948335817188276,0.0,True
rome,rome:60:243-0-s94:p0,1.2,14.399999999999999,12.0,8756.0,8756.0,0.0,0,9.955093650068523,3.2922795797167654,24,3,1,derived_from_native_gap_count,0.004446640316205534,0.6666666666666666,0.007948335817188276,0.0,True
rome,rome:60:249-0-s139:p0,0.1,1.2000000000000002,12.0,29036.0,23534.0,0.18948891031822565,5,0.2833034853285577,0.037443173990907866,24,5,2,derived_from_native_gap_count,0.03189269746646796,0.6,0.07749627421758569,0.0,True
rome,rome:60:249-0-s139:p0,0.2,2.4000000000000004,12.0,29036.0,28880.0,0.005372640859622538,1,0.6992698718831796,0.20382972861275664,24,5,2,derived_from_native_gap_count,0.03189269746646796,0.6,0.07749627421758569,0.0,True
rome,rome:60:249-0-s139:p0,0.3,3.5999999999999996,12.0,29036.0,29036.0,0.0,0,1.1152362584378013,0.37021628323460526,24,5,2,derived_from_native_gap_count,0.03189269746646796,0.6,0.07749627421758569,0.0,True
rome,rome:60:249-0-s139:p0,0.4,4.800000000000001,12.0,29036.0,29036.0,0.0,0,1.5312026449924234,0.5366028378564541,24,5,2,derived_from_native_gap_count,0.03189269746646796,0.6,0.07749627421758569,0.0,True
rome,rome:60:249-0-s139:p0,0.5,6.0,12.0,29036.0,29036.0,0.0,0,1.9471690315470451,0.7029893924783028,24,5,2,derived_from_native_gap_count,0.03189269746646796,0.6,0.07749627421758569,0.0,True
rome,rome:60:249-0-s139:p0,0.6,7.199999999999999,12.0,29036.0,29036.0,0.0,0,2.363135418101667,0.8693759471001514,24,5,2,derived_from_native_gap_count,0.03189269746646796,0.6,0.07749627421758569,0.0,True
rome,rome:60:249-0-s139:p0,0.7,8.399999999999999,12.0,29036.0,29036.0,0.0,0,2.779101804656288,1.035762501722,24,5,2,derived_from_native_gap_count,0.03189269746646796,0.6,0.07749627421758569,0.0,True
rome,rome:60:249-0-s139:p0,0.8,9.600000000000001,12.0,29036.0,29036.0,0.0,0,3.195068191210911,1.2021490563438493,24,5,2,derived_from_native_gap_count,0.03189269746646796,0.6,0.07749627421758569,0.0,True
rome,rome:60:249-0-s139:p0,0.9,10.8,12.0,29036.0,29036.0,0.0,0,3.6110345777655324,1.3685356109656979,24,5,2,derived_from_native_gap_count,0.03189269746646796,0.6,0.07749627421758569,0.0,True
rome,rome:60:249-0-s139:p0,1.0,12.0,12.0,29036.0,29036.0,0.0,0,4.0270009643201545,1.5349221655875465,24,5,2,derived_from_native_gap_count,0.03189269746646796,0.6,0.07749627421758569,0.0,True
rome,rome:60:249-0-s139:p0,1.1,13.200000000000001,12.0,29036.0,29036.0,0.0,0,4.442967350874777,1.7013087202093953,24,5,2,derived_from_native_gap_count,0.03189269746646796,0.6,0.07749627421758569,0.0,True
rome,rome:60:249-0-s139:p0,1.2,14.399999999999999,12.0,29036.0,29036.0,0.0,0,4.858933737429398,1.8676952748312439,24,5,2,derived_from_native_gap_count,0.03189269746646796,0.6,0.07749627421758569,0.0,True
rome,rome:60:254-0-s329:p0,0.1,1.2000000000000002,12.0,7670.0,5922.400000000001,0.22784876140808338,1,2.256010430247719,1.0674315514993484,24,7,4,derived_from_native_gap_count,0.013207430722705672,0.42857142857142855,0.023464214125692724,0.0,True
rome,rome:60:254-0-s329:p0,0.2,2.4000000000000004,12.0,7670.0,7664.800000000001,0.0006779661016947729,1,4.791029986962192,2.3943155149934814,24,7,4,derived_from_native_gap_count,0.013207430722705672,0.42857142857142855,0.023464214125692724,0.0,True
rome,rome:60:254-0-s329:p0,0.3,3.5999999999999996,12.0,7670.0,7670.0,0.0,0,7.326049543676663,3.7211994784876135,24,7,4,derived_from_native_gap_count,0.013207430722705672,0.42857142857142855,0.023464214125692724,0.0,True
rome,rome:60:254-0-s329:p0,0.4,4.800000000000001,12.0,7670.0,7670.0,0.0,0,9.861069100391138,5.048083441981747,24,7,4,derived_from_native_gap_count,0.013207430722705672,0.42857142857142855,0.023464214125692724,0.0,True
rome,rome:60:254-0-s329:p0,0.5,6.0,12.0,7670.0,7670.0,0.0,0,12.396088657105606,6.37496740547588,24,7,4,derived_from_native_gap_count,0.013207430722705672,0.42857142857142855,0.023464214125692724,0.0,True
rome,rome:60:254-0-s329:p0,0.6,7.199999999999999,12.0,7670.0,7670.0,0.0,0,14.931108213820078,7.701851368970011,24,7,4,derived_from_native_gap_count,0.013207430722705672,0.42857142857142855,0.023464214125692724,0.0,True
rome,rome:60:254-0-s329:p0,0.7,8.399999999999999,12.0,7670.0,7670.0,0.0,0,17.466127770534545,9.028735332464144,24,7,4,derived_from_native_gap_count,0.013207430722705672,0.42857142857142855,0.023464214125692724,0.0,True
rome,rome:60:254-0-s329:p0,0.8,9.600000000000001,12.0,7670.0,7670.0,0.0,0,20.00114732724903,10.35561929595828,24,7,4,derived_from_native_gap_count,0.013207430722705672,0.42857142857142855,0.023464214125692724,0.0,True
rome,rome:60:254-0-s329:p0,0.9,10.8,12.0,7670.0,7670.0,0.0,0,22.536166883963492,11.68250325945241,24,7,4,derived_from_native_gap_count,0.013207430722705672,0.42857142857142855,0.023464214125692724,0.0,True
rome,rome:60:254-0-s329:p0,1.0,12.0,12.0,7670.0,7670.0,0.0,0,25.071186440677966,13.009387222946545,24,7,4,derived_from_native_gap_count,0.013207430722705672,0.42857142857142855,0.023464214125692724,0.0,True
rome,rome:60:254-0-s329:p0,1.1,13.200000000000001,12.0,7670.0,7670.0,0.0,0,27.60620599739244,14.33627118644068,24,7,4,derived_from_native_gap_count,0.013207430722705672,0.42857142857142855,0.023464214125692724,0.0,True
rome,rome:60:254-0-s329:p0,1.2,14.399999999999999,12.0,7670.0,7670.0,0.0,0,30.14122555410691,15.66315514993481,24,7,4,derived_from_native_gap_count,0.013207430722705672,0.42857142857142855,0.023464214125692724,0.0,True
rome,rome:60:256-0-s375:p0,0.1,1.2000000000000002,12.0,8940.0,8448.0,0.05503355704697987,1,1.2104697986577184,0.409261744966443,24,5,2,derived_from_native_gap_count,0.0106951871657754,0.6,0.024882976102488297,0.0,True
rome,rome:60:256-0-s375:p0,0.2,2.4000000000000004,12.0,8940.0,8940.0,0.0,0,2.565906040268457,0.9540939597315439,24,5,2,derived_from_native_gap_count,0.0106951871657754,0.6,0.024882976102488297,0.0,True
rome,rome:60:256-0-s375:p0,0.3,3.5999999999999996,12.0,8940.0,8940.0,0.0,0,3.9213422818791943,1.498926174496644,24,5,2,derived_from_native_gap_count,0.0106951871657754,0.6,0.024882976102488297,0.0,True
rome,rome:60:256-0-s375:p0,0.4,4.800000000000001,12.0,8940.0,8940.0,0.0,0,5.276778523489934,2.0437583892617455,24,5,2,derived_from_native_gap_count,0.0106951871657754,0.6,0.024882976102488297,0.0,True
rome,rome:60:256-0-s375:p0,0.5,6.0,12.0,8940.0,8940.0,0.0,0,6.632214765100671,2.588590604026846,24,5,2,derived_from_native_gap_count,0.0106951871657754,0.6,0.024882976102488297,0.0,True
rome,rome:60:256-0-s375:p0,0.6,7.199999999999999,12.0,8940.0,8940.0,0.0,0,7.987651006711409,3.1334228187919457,24,5,2,derived_from_native_gap_count,0.0106951871657754,0.6,0.024882976102488297,0.0,True
rome,rome:60:256-0-s375:p0,0.7,8.399999999999999,12.0,8940.0,8940.0,0.0,0,9.343087248322146,3.678255033557046,24,5,2,derived_from_native_gap_count,0.0106951871657754,0.6,0.024882976102488297,0.0,True
rome,rome:60:256-0-s375:p0,0.8,9.600000000000001,12.0,8940.0,8940.0,0.0,0,10.698523489932889,4.223087248322148,24,5,2,derived_from_native_gap_count,0.0106951871657754,0.6,0.024882976102488297,0.0,True
rome,rome:60:256-0-s375:p0,0.9,10.8,12.0,8940.0,8940.0,0.0,0,12.053959731543623,4.767919463087249,24,5,2,derived_from_native_gap_count,0.0106951871657754,0.6,0.024882976102488297,0.0,True
rome,rome:60:256-0-s375:p0,1.0,12.0,12.0,8940.0,8940.0,0.0,0,13.409395973154362,5.312751677852349,24,5,2,derived_from_native_gap_count,0.0106951871657754,0.6,0.024882976102488297,0.0,True
rome,rome:60:256-0-s375:p0,1.1,13.200000000000001,12.0,8940.0,8940.0,0.0,0,14.764832214765102,5.85758389261745,24,5,2,derived_from_native_gap_count,0.0106951871657754,0.6,0.024882976102488297,0.0,True
rome,rome:60:256-0-s375:p0,1.2,14.399999999999999,12.0,8940.0,8940.0,0.0,0,16.120268456375836,6.40241610738255,24,5,2,derived_from_native_gap_count,0.0106951871657754,0.6,0.024882976102488297,0.0,True
rome,rome:60:257-0-s123:p0,0.1,1.2000000000000002,12.0,7824.0,5636.400000000001,0.27960122699386497,1,1.765030674846626,0.23665644171779146,24,6,1,derived_from_native_gap_count,0.004719324391455539,0.8333333333333334,0.02334823646299056,0.0,True
rome,rome:60:257-0-s123:p0,0.2,2.4000000000000004,12.0,7824.0,7824.0,0.0,0,3.617484662576688,0.545398773006135,24,6,1,derived_from_native_gap_count,0.004719324391455539,0.8333333333333334,0.02334823646299056,0.0,True
rome,rome:60:257-0-s123:p0,0.3,3.5999999999999996,12.0,7824.0,7824.0,0.0,0,5.469938650306749,0.8541411042944784,24,6,1,derived_from_native_gap_count,0.004719324391455539,0.8333333333333334,0.02334823646299056,0.0,True
rome,rome:60:257-0-s123:p0,0.4,4.800000000000001,12.0,7824.0,7824.0,0.0,0,7.322392638036811,1.1628834355828224,24,6,1,derived_from_native_gap_count,0.004719324391455539,0.8333333333333334,0.02334823646299056,0.0,True
rome,rome:60:257-0-s123:p0,0.5,6.0,12.0,7824.0,7824.0,0.0,0,9.174846625766872,1.4716257668711656,24,6,1,derived_from_native_gap_count,0.004719324391455539,0.8333333333333334,0.02334823646299056,0.0,True
rome,rome:60:257-0-s123:p0,0.6,7.199999999999999,12.0,7824.0,7824.0,0.0,0,11.027300613496934,1.780368098159509,24,6,1,derived_from_native_gap_count,0.004719324391455539,0.8333333333333334,0.02334823646299056,0.0,True
rome,rome:60:257-0-s123:p0,0.7,8.399999999999999,12.0,7824.0,7824.0,0.0,0,12.879754601226992,2.089110429447852,24,6,1,derived_from_native_gap_count,0.004719324391455539,0.8333333333333334,0.02334823646299056,0.0,True
rome,rome:60:257-0-s123:p0,0.8,9.600000000000001,12.0,7824.0,7824.0,0.0,0,14.732208588957057,2.3978527607361966,24,6,1,derived_from_native_gap_count,0.004719324391455539,0.8333333333333334,0.02334823646299056,0.0,True
rome,rome:60:257-0-s123:p0,0.9,10.8,12.0,7824.0,7824.0,0.0,0,16.584662576687116,2.70659509202454,24,6,1,derived_from_native_gap_count,0.004719324391455539,0.8333333333333334,0.02334823646299056,0.0,True
rome,rome:60:257-0-s123:p0,1.0,12.0,12.0,7824.0,7824.0,0.0,0,18.437116564417177,3.0153374233128836,24,6,1,derived_from_native_gap_count,0.004719324391455539,0.8333333333333334,0.02334823646299056,0.0,True
rome,rome:60:257-0-s123:p0,1.1,13.200000000000001,12.0,7824.0,7824.0,0.0,0,20.28957055214724,3.324079754601227,24,6,1,derived_from_native_gap_count,0.004719324391455539,0.8333333333333334,0.02334823646299056,0.0,True
rome,rome:60:257-0-s123:p0,1.2,14.399999999999999,12.0,7824.0,7824.0,0.0,0,22.1420245398773,3.63282208588957,24,6,1,derived_from_native_gap_count,0.004719324391455539,0.8333333333333334,0.02334823646299056,0.0,True
rome,rome:60:257-0-s123:p1,0.1,1.2000000000000002,12.0,15648.0,8808.0,0.4371165644171779,2,1.4640337423312886,0.5285276073619632,24,9,4,derived_from_native_gap_count,0.006237414665291489,0.5555555555555556,0.014406358668653751,0.0,True
rome,rome:60:257-0-s123:p1,0.2,2.4000000000000004,12.0,15648.0,13560.0,0.1334355828220859,2,3.025460122699387,1.1460122699386506,24,9,4,derived_from_native_gap_count,0.006237414665291489,0.5555555555555556,0.014406358668653751,0.0,True
rome,rome:60:257-0-s123:p1,0.3,3.5999999999999996,12.0,15648.0,15648.0,0.0,0,4.586886503067485,1.7634969325153373,24,9,4,derived_from_native_gap_count,0.006237414665291489,0.5555555555555556,0.014406358668653751,0.0,True
rome,rome:60:257-0-s123:p1,0.4,4.800000000000001,12.0,15648.0,15648.0,0.0,0,6.148312883435584,2.380981595092025,24,9,4,derived_from_native_gap_count,0.006237414665291489,0.5555555555555556,0.014406358668653751,0.0,True
rome,rome:60:257-0-s123:p1,0.5,6.0,12.0,15648.0,15648.0,0.0,0,7.709739263803681,2.9984662576687118,24,9,4,derived_from_native_gap_count,0.006237414665291489,0.5555555555555556,0.014406358668653751,0.0,True
rome,rome:60:257-0-s123:p1,0.6,7.199999999999999,12.0,15648.0,15648.0,0.0,0,9.27116564417178,3.6159509202453983,24,9,4,derived_from_native_gap_count,0.006237414665291489,0.5555555555555556,0.014406358668653751,0.0,True
rome,rome:60:257-0-s123:p1,0.7,8.399999999999999,12.0,15648.0,15648.0,0.0,0,10.832592024539876,4.233435582822085,24,9,4,derived_from_native_gap_count,0.006237414665291489,0.5555555555555556,0.014406358668653751,0.0,True
rome,rome:60:257-0-s123:p1,0.8,9.600000000000001,12.0,15648.0,15648.0,0.0,0,12.394018404907978,4.850920245398774,24,9,4,derived_from_native_gap_count,0.006237414665291489,0.5555555555555556,0.014406358668653751,0.0,True
rome,rome:60:257-0-s123:p1,0.9,10.8,12.0,15648.0,15648.0,0.0,0,13.955444785276073,5.468404907975461,24,9,4,derived_from_native_gap_count,0.006237414665291489,0.5555555555555556,0.014406358668653751,0.0,True
rome,rome:60:257-0-s123:p1,1.0,12.0,12.0,15648.0,15648.0,0.0,0,15.516871165644172,6.085889570552148,24,9,4,derived_from_native_gap_count,0.006237414665291489,0.5555555555555556,0.014406358668653751,0.0,True
rome,rome:60:257-0-s123:p1,1.1,13.200000000000001,12.0,15648.0,15648.0,0.0,0,17.07829754601227,6.703374233128835,24,9,4,derived_from_native_gap_count,0.006237414665291489,0.5555555555555556,0.014406358668653751,0.0,True
rome,rome:60:257-0-s123:p1,1.2,14.399999999999999,12.0,15648.0,15648.0,0.0,0,18.63972392638037,7.320858895705521,24,9,4,derived_from_native_gap_count,0.006237414665291489,0.5555555555555556,0.014406358668653751,0.0,True
rome,rome:60:260-0-s115:p0,0.1,1.2000000000000002,12.0,26718.0,14984.800000000001,0.4391496369488734,3,0.6735384385058762,0.21816004191930538,24,9,4,derived_from_native_gap_count,0.020165685633311534,0.5555555555555556,0.0448435972629521,0.0,True
rome,rome:60:260-0-s115:p0,0.2,2.4000000000000004,12.0,26718.0,21664.0,0.1891608653342316,2,1.497612096713826,0.5857324650048658,24,9,4,derived_from_native_gap_count,0.020165685633311534,0.5555555555555556,0.0448435972629521,0.0,True
rome,rome:60:260-0-s115:p0,0.3,3.5999999999999996,12.0,26718.0,25698.0,0.038176510217830674,1,2.3216857549217753,0.953304888090426,24,9,4,derived_from_native_gap_count,0.020165685633311534,0.5555555555555556,0.0448435972629521,0.0,True
rome,rome:60:260-0-s115:p0,0.4,4.800000000000001,12.0,26718.0,26718.0,0.0,0,3.1457594131297255,1.3208773111759864,24,9,4,derived_from_native_gap_count,0.020165685633311534,0.5555555555555556,0.0448435972629521,0.0,True
rome,rome:60:260-0-s115:p0,0.5,6.0,12.0,26718.0,26718.0,0.0,0,3.969833071337675,1.6884497342615465,24,9,4,derived_from_native_gap_count,0.020165685633311534,0.5555555555555556,0.0448435972629521,0.0,True
rome,rome:60:260-0-s115:p0,0.6,7.199999999999999,12.0,26718.0,26718.0,0.0,0,4.793906729545625,2.056022157347107,24,9,4,derived_from_native_gap_count,0.020165685633311534,0.5555555555555556,0.0448435972629521,0.0,True
rome,rome:60:260-0-s115:p0,0.7,8.399999999999999,12.0,26718.0,26718.0,0.0,0,5.6179803877535734,2.423594580432667,24,9,4,derived_from_native_gap_count,0.020165685633311534,0.5555555555555556,0.0448435972629521,0.0,True
rome,rome:60:260-0-s115:p0,0.8,9.600000000000001,12.0,26718.0,26718.0,0.0,0,6.442054045961525,2.7911670035182277,24,9,4,derived_from_native_gap_count,0.020165685633311534,0.5555555555555556,0.0448435972629521,0.0,True
rome,rome:60:260-0-s115:p0,0.9,10.8,12.0,26718.0,26718.0,0.0,0,7.266127704169475,3.158739426603788,24,9,4,derived_from_native_gap_count,0.020165685633311534,0.5555555555555556,0.0448435972629521,0.0,True
